"ID","oldid","country","side_a","side_b","cow","incompatibility","terr","begin","end","type","identity","radius","confarea","landarea","confland","rel_scope","distance","maxdist","mindist","disper","pop2000","resource","mountain","forest","border","mindisx","lnmndist","confarex","ln_abs_scope","ln_land_area","lnpop","lnconpro","duration","distx","location","mountx","frstx","lnmountx","lnfrstx","diamond","diadist","gold","golddist","oil","oildist","roadpave","roadtot","pavetot","paveland","roadland","disxsqr","mndisxsq","stabilit","rulelaw","nocorrup","lnd100km","pop100km","lnd100cr","pop100cr","landlock","ciffob95","coastden","intden","densdiff"
365,NA,"Guinea-Bissau","Guinea-Bissau, Senegal, Guinea","Military faction",404,2,"",1998,1999,3,0,100,30,28,107,100,65,165,0,0.5,1,0,0,38,1,1,0,30,3.40119743347168,3.33220458030701,0,1.02070486545563,2,65,4.17438745498657,1,38,0,3.63758611679077,0,NA,0,NA,0,NA,0.400000005960464,4.40000009536743,9.09090900421143,1.42857146263123,15.7142858505249,4225,1,-1.20000004768372,-1.62000000476837,-0.180000007152557,69,81,100,100,0,NA,45,23,22
370,195,"Haiti","Haiti","Tonton Macoute/Military faction",41,2,"",1991,1991,3,0,150,70,28,250,100,88,238,0,0.370000004768372,8,0,15,5,1,1,0,70,4.24849510192871,3.33220458030701,2.0794415473938,1.27498030662537,1,88,4.47733688354492,15,5,2.70805025100708,1.60943794250488,0,NA,0,NA,0,NA,1,4.09999990463257,24.3902435302734,3.57142853736877,14.6428575515747,7744,1,-1.71000003814697,-1.5,-0.540000021457672,100,100,100,100,0,NA,260,0,260
380,7030,"Hyderabad","Hyderabad","CPI",750,2,"",1947,1948,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,7032,"India","India","CPI",750,2,"",1948,1951,3,1,NA,NA,2973,NA,NA,NA,NA,NA,0.540000021457672,1016,0,13,23,NA,NA,NA,NA,NA,7.99732685089111,6.92362880706787,NA,4,NA,NA,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,NA,NA,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
382,NA,"India","India","Sikh insurgents",750,1,"Punjab/Khalistan",1983,1993,3,1,150,70,2973,2,2,290,440,140,0.540000021457672,1016,0,13,23,1,140,4.94164228439331,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,11,290,5.66988086700439,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,84100,19600,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
383,7033,"India","India","Naxalites/CPI (-Marxist)",750,2,"",1967,1972,3,1,700,1540,2973,52,52,1176,1876,476,0.540000021457672,1016,0,13,23,0,476,6.16541767120361,1540,7.33953762054443,7.99732685089111,6.92362880706787,0.917748868465424,6,1176,7.06987428665161,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,1382976,226576,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
385,NA,"India","India","NNC, NSCN",750,1,"Nagaland",1956,1968,3,1,150,70,2973,2,2,1700,1850,1550,0.540000021457672,1016,1,13,23,1,1550,7.34601020812988,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,13,1700,7.43838357925415,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,1,115,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2890000,2402500,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
386,7040,"India","India","NNC, NSCN",750,1,"Nagaland",1989,1997,3,1,150,70,2973,2,2,1700,1850,1550,0.540000021457672,1016,1,13,23,1,1550,7.34601020812988,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,9,1700,7.43838357925415,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,1,115,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2890000,2402500,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
387,NA,"India","India","PLA",750,1,"Manipur",1982,1994,3,1,150,70,2973,2,2,1733,1883,1583,0.540000021457672,1016,0,13,23,1,1583,7.3670768737793,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,13,1733,7.45760917663574,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,3003289,2505889,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
388,7043,"India","India","UNLF, KNF, PLA",750,1,"Manipur",1997,2000,3,1,150,70,2973,2,2,1733,1883,1583,0.540000021457672,1016,0,13,23,1,1583,7.3670768737793,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,4,1733,7.45760917663574,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,3003289,2505889,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
389,7044,"India","India","TNV",750,1,"Tripura",1978,1988,3,1,100,30,2973,1,1,1562,1662,1462,0.540000021457672,1016,0,13,23,1,1462,7.28756046295166,30,3.40119743347168,7.99732685089111,6.92362880706787,0.425291776657104,11,1562,7.3537220954895,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2439844,2137444,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
390,NA,"India","India","ATTF, NLFT",750,1,"Tripura",1993,2000,3,1,100,30,2973,1,1,1562,1662,1462,0.540000021457672,1016,0,13,23,1,1462,7.28756046295166,30,3.40119743347168,7.99732685089111,6.92362880706787,0.425291776657104,8,1562,7.3537220954895,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2439844,2137444,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
391,7047,"India","India","MNF",750,1,"Mizoram",1966,1968,3,1,50,10,2973,0,0,1700,1750,1650,0.540000021457672,1016,0,13,23,1,1650,7.40853071212769,10,2.30258512496948,7.99732685089111,6.92362880706787,0.287919342517853,3,1700,7.43838357925415,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2890000,2722500,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
392,NA,"India","India","ABSU, BPAC, ULFA, BDSF, BLTF, NDFB",750,1,"Assam",1989,2000,3,1,150,70,2973,2,2,1589,1739,1439,0.540000021457672,1016,1,13,23,1,1439,7.27170372009277,70,4.24849510192871,7.99732685089111,6.92362880706787,0.53123939037323,12,1589,7.37086009979248,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,1,0,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,2524921,2070721,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
393,7051,"India","India","Jharkand Mukti Morcha",750,1,"Jharkand",1993,1993,3,1,100,30,2973,1,1,998,1098,898,0.540000021457672,1016,0,13,23,0,898,6.80016994476318,30,3.40119743347168,7.99732685089111,6.92362880706787,0.425291776657104,1,998,6.90575313568115,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,996004,806404,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
394,NA,"India","India","Kashmir Insurgents",750,1,"Kashmir",1989,2000,3,1,250,200,2973,7,7,488,1598,998,0.540000021457672,1016,0,13,23,0,998,6.90575313568115,200,5.29831743240356,7.99732685089111,6.92362880706787,0.662511050701141,12,488,6.19031524658203,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,238144,996004,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
394,NA,"India","India","Naxalites/PWG, MCC",750,2,"",1989,2000,3,1,300,280,2973,9,9,1298,738,238,0.540000021457672,1016,0,13,23,1,238,5.47227048873901,280,5.63478946685791,7.99732685089111,6.92362880706787,0.704584121704102,12,1298,7.16858005523682,13,23,2.56494927406311,3.13549423217773,0,NA,0,NA,0,NA,1517,3319,45.7065391540527,51.0258979797363,111.638076782227,1684804,56644,-0.0399999991059303,0.159999996423721,-0.310000002384186,16,22,25,38,0,1.12000000476837,448,287,161
400,NA,"Indonesia","Indonesia","GAM",850,1,"Aceh",1989,1991,3,1,200,125,1812,7,7,1563,1763,1363,0.779999971389771,210,1,11,62,0,1363,7.21744346618652,125,4.82831382751465,7.50218629837036,5.34710741043091,0.643587589263916,3,1563,7.35436248779297,11,62,2.39789533615112,4.12713432312012,1,111,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,2442969,1857769,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
401,234,"Indonesia","Indonesia","GAM",850,1,"Aceh",1999,2000,3,1,200,125,1812,7,7,1563,1763,1363,0.779999971389771,210,1,11,62,0,1363,7.21744346618652,125,4.82831382751465,7.50218629837036,5.34710741043091,0.643587589263916,2,1563,7.35436248779297,11,62,2.39789533615112,4.12713432312012,1,111,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,2442969,1857769,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
402,NA,"Indonesia","Indonesia","Fretilin",850,1,"East Timor",1975,1989,3,1,100,30,1812,2,2,2145,2245,2045,0.779999971389771,210,0,11,62,0,2045,7.62315320968628,30,3.40119743347168,7.50218629837036,5.34710741043091,0.453360825777054,15,2145,7.67089462280273,11,62,2.39789533615112,4.12713432312012,0,NA,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,4601025,4182025,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
403,236,"Indonesia","Indonesia","Fretilin",850,1,"East Timor",1992,1992,3,1,100,30,1812,2,2,2145,2245,2045,0.779999971389771,210,0,11,62,0,2045,7.62315320968628,30,3.40119743347168,7.50218629837036,5.34710741043091,0.453360825777054,1,2145,7.67089462280273,11,62,2.39789533615112,4.12713432312012,0,NA,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,4601025,4182025,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
404,237,"Indonesia","Indonesia","Fretilin",850,1,"East Timor",1997,1998,3,1,100,30,1812,2,2,2145,2245,2045,0.779999971389771,210,0,11,62,0,2045,7.62315320968628,30,3.40119743347168,7.50218629837036,5.34710741043091,0.453360825777054,2,2145,7.67089462280273,11,62,2.39789533615112,4.12713432312012,0,NA,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,4601025,4182025,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
405,240,"Indonesia","Indonesia","Republic of South Moluccas",850,1,"South Moluccas",1950,1950,3,1,150,70,1812,4,4,2491,2641,2341,0.779999971389771,210,0,11,62,0,2341,7.75833368301392,70,4.24849510192871,7.50218629837036,5.34710741043091,0.566300928592682,1,2491,7.82043933868408,11,62,2.39789533615112,4.12713432312012,0,NA,0,NA,0,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,6205081,5480281,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
406,241,"Indonesia","Indonesia","OPM",850,1,"West Papua",1965,1965,3,1,500,785,1812,43,43,3360,3860,2860,0.779999971389771,210,0,11,62,1,2860,7.95857667922974,785,6.66568374633789,7.50218629837036,5.34710741043091,0.888498842716217,1,3360,8.11969661712646,11,62,2.39789533615112,4.12713432312012,0,NA,1,111,1,257,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,11289600,8179600,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
407,242,"Indonesia","Indonesia","OPM",850,1,"West Papua",1976,1978,3,1,500,785,1812,43,43,3360,3860,2860,0.779999971389771,210,0,11,62,1,2860,7.95857667922974,785,6.66568374633789,7.50218629837036,5.34710741043091,0.888498842716217,3,3360,8.11969661712646,11,62,2.39789533615112,4.12713432312012,0,NA,1,111,1,257,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,11289600,8179600,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
408,243,"Indonesia","Indonesia","Darul Islam Movement",850,2,"",1953,1953,3,1,1600,8045,1812,444,100,772,2372,0,0.779999971389771,210,1,11,62,0,1,0,8045,8.99280643463135,7.50218629837036,5.34710741043091,1.19869148731232,1,772,6.64898443222046,11,62,2.39789533615112,4.12713432312012,0,NA,1,NA,1,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,595984,1,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
409,245,"Indonesia","Indonesia","PRRI, Permesta movement, Darul Islam Movement",850,2,"",1958,1961,3,1,1600,8045,1812,444,100,772,2372,0,0.779999971389771,210,1,11,62,0,1,0,8045,8.99280643463135,7.50218629837036,5.34710741043091,1.19869148731232,4,772,6.64898443222046,11,62,2.39789533615112,4.12713432312012,0,NA,1,NA,1,NA,158.600006103516,342.700012207031,46.2795448303223,8.75275897979736,18.9128036499023,595984,1,-1.28999996185303,-0.920000016689301,-0.800000011920929,75,96,75,96,0,NA,138,16,122
410,248,"Iran","Iran","APCO",630,1,"Arabistan",1979,1980,3,1,150,70,1622,4,4,565,715,415,0.490000009536743,64,0,38,7,1,415,6.02827835083008,70,4.24849510192871,7.39141511917114,4.1588830947876,0.574787795543671,2,565,6.33682584762573,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,319225,172225,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
411,249,"Iran","Iran","Republic of Azerbaijan, Soviet Union",630,1,"Azerbaijan",1946,1946,4,1,200,125,1622,8,8,539,739,339,0.490000009536743,64,0,38,7,1,339,5.82600021362305,125,4.82831382751465,7.39141511917114,4.1588830947876,0.65323269367218,1,539,6.28971576690674,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,290521,114921,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
412,NA,"Iran","Iran","KDPI",630,1,"Kurdistan",1979,1993,3,1,300,280,1622,17,17,509,809,209,0.490000009536743,64,0,38,7,1,209,5.34233427047729,280,5.63478946685791,7.39141511917114,4.1588830947876,0.76234245300293,15,509,6.2324481010437,38,7,3.63758611679077,1.94591009616852,0,NA,1,178,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,259081,43681,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
413,252,"Iran","Iran","KDPI",630,1,"Kurdistan",1966,1968,3,1,300,280,1622,17,17,509,809,209,0.490000009536743,64,0,38,7,1,209,5.34233427047729,280,5.63478946685791,7.39141511917114,4.1588830947876,0.76234245300293,3,509,6.2324481010437,38,7,3.63758611679077,1.94591009616852,0,NA,1,178,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,259081,43681,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
414,257,"Iran","Iran","Republic of Kurdistan/KDPI, Soviet Union",630,1,"Kurdistan",1946,1946,4,1,300,280,1622,17,17,509,809,209,0.490000009536743,64,0,38,7,1,209,5.34233427047729,280,5.63478946685791,7.39141511917114,4.1588830947876,0.76234245300293,1,509,6.2324481010437,38,7,3.63758611679077,1.94591009616852,0,NA,1,178,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,259081,43681,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
415,NA,"Iran","Iran","Mujahideen e Khalq",630,2,"",1979,1982,3,0,250,200,1622,12,12,324,574,74,0.490000009536743,64,0,38,7,1,74,4.30406522750854,200,5.29831743240356,7.39141511917114,4.1588830947876,0.716820418834686,4,324,5.78074359893799,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,104976,5476,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
416,260,"Iran","Iran","Mujahideen e Khalq",630,2,"",1986,1988,3,0,250,200,1622,12,12,324,574,74,0.490000009536743,64,0,38,7,1,74,4.30406522750854,200,5.29831743240356,7.39141511917114,4.1588830947876,0.716820418834686,3,324,5.78074359893799,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,104976,5476,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
417,261,"Iran","Iran","Mujahideen Khalq",630,2,"",1991,1993,3,0,100,30,1622,2,2,55,155,0,0.490000009536743,64,0,38,7,0,1,0,30,3.40119743347168,7.39141511917114,4.1588830947876,0.460155099630356,3,55,4.00733327865601,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,3025,1,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
418,7068,"Iran","Iran","Mujahideen Khalq",630,2,"",2000,2000,3,0,100,30,1622,2,2,55,155,0,0.490000009536743,64,0,38,7,0,1,0,30,3.40119743347168,7.39141511917114,4.1588830947876,0.460155099630356,1,55,4.00733327865601,38,7,3.63758611679077,1.94591009616852,0,NA,0,NA,0,NA,49.4000015258789,140.199996948242,35.2353782653809,3.04562258720398,8.64365005493164,3025,1,0.140000000596046,-0.360000014305115,-0.850000023841858,10,6,10,6,0,NA,25,41,-16
420,NA,"Iraq","Iraq","DPK , PUK, KDP",645,1,"Kurdistan",1973,1993,3,1,200,125,437,29,29,296,496,96,0.600000023841858,23,0,6,0,1,96,4.5643482208252,125,4.82831382751465,6.07993316650391,3.13549423217773,0.794139266014099,21,296,5.69035959243774,6,1,1.7917594909668,0,0,NA,0,NA,1,68,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,87616,9216,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
421,NA,"Iraq","Iraq","KDP, PUK",645,1,"Kurdistan",1961,1970,3,1,200,125,437,29,29,296,496,96,0.600000023841858,23,0,6,0,1,96,4.5643482208252,125,4.82831382751465,6.07993316650391,3.13549423217773,0.794139266014099,10,296,5.69035959243774,6,1,1.7917594909668,0,0,NA,0,NA,1,68,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,87616,9216,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
422,277,"Iraq","Iraq","Military faction",645,2,"",1958,1958,3,NA,50,10,437,2,2,0,50,0,0.600000023841858,23,0,6,0,0,1,0,10,2.30258512496948,6.07993316650391,3.13549423217773,0.378718823194504,1,5,1.60943794250488,6,1,1.7917594909668,0,0,NA,0,NA,0,NA,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,25,1,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
423,278,"Iraq","Iraq","Military faction",645,2,"",1963,1963,3,0,450,635,437,145,100,53,503,0,0.600000023841858,23,0,6,0,1,1,0,635,6.45362520217896,6.07993316650391,3.13549423217773,1.06146323680878,1,53,3.97029185295105,6,1,1.7917594909668,0,0,NA,0,NA,1,276,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,2809,1,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
424,279,"Iraq","Iraq","Nationalists",645,2,"",1959,1959,3,1,50,10,437,2,2,350,400,300,0.600000023841858,23,0,6,0,0,300,5.70378255844116,10,2.30258512496948,6.07993316650391,3.13549423217773,0.378718823194504,1,350,5.85793304443359,6,1,1.7917594909668,0,0,NA,0,NA,0,NA,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,122500,90000,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
425,NA,"Iraq","Iraq","SAIRI",645,2,"",1991,1996,3,1,250,200,437,46,46,302,552,52,0.600000023841858,23,1,6,0,0,52,3.95124363899231,200,5.29831743240356,6.07993316650391,3.13549423217773,0.871443390846252,6,302,5.71042680740356,6,1,1.7917594909668,0,0,NA,0,NA,1,136,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,91204,2704,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
426,282,"Iraq","Iraq","SAIRI",645,2,"",1982,1984,3,1,250,200,437,46,46,302,552,52,0.600000023841858,23,1,6,0,0,52,3.95124363899231,200,5.29831743240356,6.07993316650391,3.13549423217773,0.871443390846252,3,302,5.71042680740356,6,1,1.7917594909668,0,0,NA,0,NA,1,136,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,91204,2704,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
427,283,"Iraq","Iraq","SAIRI",645,2,"",1987,1987,3,1,250,200,437,46,46,302,552,52,0.600000023841858,23,1,6,0,0,52,3.95124363899231,200,5.29831743240356,6.07993316650391,3.13549423217773,0.871443390846252,1,302,5.71042680740356,6,1,1.7917594909668,0,0,NA,0,NA,1,136,38.4000015258789,45.5999984741211,84.2105255126953,8.78718566894531,10.4347829818726,91204,2704,-2.25,-1.8400000333786,-1.26999998092651,2,3,1,3,0,NA,96,45,51
430,NA,"Israel","Israel","Palestinian insurgents",666,1,"Palestine",1949,1964,3,1,150,70,21,333,100,34,184,0,0.740000009536743,6,0,2,6,1,1,0,70,4.24849510192871,3.04452252388,1.7917594909668,1.3954553604126,16,34,3.52636051177979,2,6,0.6931471824646,1.7917594909668,0,NA,0,NA,0,NA,15.8999996185303,15.8999996185303,100,75.7142868041992,75.7142868041992,1156,1,-0.46000000834465,0.970000028610229,1.27999997138977,93,99,92,98,0,1.08000004291534,284,47,237
431,288,"Israel","Israel","PLO  groups",666,1,"Palestine",1965,2000,3,1,150,70,21,333,100,34,184,0,0.740000009536743,6,0,2,6,1,1,0,70,4.24849510192871,3.04452252388,1.7917594909668,1.3954553604126,36,34,3.52636051177979,2,6,0.6931471824646,1.7917594909668,0,NA,0,NA,0,NA,15.8999996185303,15.8999996185303,100,75.7142868041992,75.7142868041992,1156,1,-0.46000000834465,0.970000028610229,1.27999997138977,93,99,92,98,0,1.08000004291534,284,47,237
440,300,"Kenya","Kenya","Military faction",501,2,"",1982,1982,3,0,100,30,569,5,5,0,100,0,0.810000002384186,30,0,26,30,0,1,0,30,3.40119743347168,6.34388065338135,3.40119743347168,0.536138296127319,1,5,1.60943794250488,26,30,3.25809645652771,3.40119743347168,0,NA,0,NA,0,NA,8.80000019073486,63.7999992370605,13.7931032180786,1.54657292366028,11.2126541137695,25,1,-1.10000002384186,-1.22000002861023,-0.649999976158142,8,6,8,6,0,1.16999995708466,36,48,-12
450,301,"Laos","Laos","ULNLF",812,2,"",1989,1990,3,0,300,280,231,121,100,229,529,0,0.490000009536743,5,0,36,54,1,1,0,280,5.63478946685791,5.44241762161255,1.60943794250488,1.0353467464447,2,229,5.43372201919556,36,54,3.58351898193359,3.98898410797119,0,NA,0,NA,0,NA,3.29999995231628,14,23.5714282989502,1.42857146263123,6.06060600280762,52441,1,NA,-1.20000004768372,NA,8,10,7,10,1,NA,27,21,6
451,303001,"Laos","Laos","Pathet Lao , Neutrals",812,2,"",1959,1959,3,0,NA,NA,231,NA,NA,NA,NA,NA,0.490000009536743,5,0,36,54,NA,NA,NA,NA,NA,5.44241762161255,1.60943794250488,NA,1,NA,NA,36,54,3.58351898193359,3.98898410797119,0,NA,0,NA,0,NA,3.29999995231628,14,23.5714282989502,1.42857146263123,6.06060600280762,NA,NA,NA,-1.20000004768372,NA,8,10,7,10,1,NA,27,21,6
452,NA,"Laos","Laos, Thailand, USA, South Vietnam","Pathet Lao , Neutrals, North Vietnam",812,2,"",1960,1973,4,0,600,1130,231,489,100,148,748,0,0.490000009536743,5,0,36,54,1,1,0,1130,7.02997303009033,5.44241762161255,1.60943794250488,1.29170036315918,14,148,4.99721240997314,36,54,3.58351898193359,3.98898410797119,0,NA,0,NA,0,NA,3.29999995231628,14,23.5714282989502,1.42857146263123,6.06060600280762,21904,1,NA,-1.20000004768372,NA,8,10,7,10,1,NA,27,21,6
460,305,"Lebanon","Lebanon","Independent Nasserite Movement /Mourabitoun militia",660,2,"",1958,1958,3,1,50,10,10,100,100,43,93,0,0.639999985694885,4,0,57,8,1,1,0,10,2.30258512496948,2.30258512496948,1.3862943649292,1,1,43,3.76120018959045,57,8,4.04305124282837,2.0794415473938,0,NA,0,NA,0,NA,6.30000019073486,7.30000019073486,86.3013687133789,63,73,1849,1,-0.25,0.259999990463257,-0.400000005960464,100,100,100,100,0,NA,391,0,391
461,NA,"Lebanon","Lebanon","Various organizations , Syria, Israel",660,2,"",1975,1990,4,1,50,10,10,100,100,43,93,0,0.639999985694885,4,0,57,8,1,1,0,10,2.30258512496948,2.30258512496948,1.3862943649292,1,16,43,3.76120018959045,57,8,4.04305124282837,2.0794415473938,0,NA,0,NA,0,NA,6.30000019073486,7.30000019073486,86.3013687133789,63,73,1849,1,-0.25,0.259999990463257,-0.400000005960464,100,100,100,100,0,NA,391,0,391
470,312,"Lesotho","Lesotho","Military faction",570,2,"",1998,1998,3,0,50,10,30,33,33,0,50,0,0.639999985694885,2,0,57,8,0,1,0,10,2.30258512496948,3.40119743347168,0.6931471824646,0.676992475986481,1,5,1.60943794250488,57,8,4.04305124282837,2.0794415473938,0,NA,0,NA,0,NA,0.800000011920929,4.90000009536743,16.326530456543,2.66666674613953,16.3333339691162,25,1,-0.819999992847443,-0.239999994635582,0.189999997615814,0,0,0,0,1,NA,0,65,-65
480,313,"Liberia","Liberia","Military faction",450,2,"",1980,1980,3,0,50,10,99,10,10,0,50,0,0.689999997615814,3,1,1,48,0,1,0,10,2.30258512496948,4.59511995315552,1.0986123085022,0.501093566417694,1,5,1.60943794250488,1,48,0,3.8712010383606,0,NA,0,NA,0,NA,0.600000023841858,10.6000003814697,5.66037750244141,0.60606062412262,10.707070350647,25,1,-0.949999988079071,-1.28999996185303,-1.04999995231628,54,61,68,70,0,NA,32,24,8
