"ID","conflict_name","ccode","cname","region","secession","battledeadbest","lnbdb","battledeadlow","lnbdl","battledeadhigh","lnbdh","pop","lnpop","dper100k","begin","end","duration","lnduration","rate","lnrate","cw","intervention","democ","lngdp","gdpsq","milper","milperpop","lnmilperpop","milex","milqual","lnmilqual","milq2","mountain","lnmountain","ethfrac","lnethfrac","relfrac","lnrelfrac","relpolar","ethnicpolar"
2031,"Cambodia 1967-75",811,"CAM",4,0,250000,12.4292163848877,185000,12.1281108856201,300000,12.6115379333496,6313000,15.6581211090088,3960.08227539062,1967,1975,9,2.19722461700439,27777.77734375,10.2319917678833,1,1,0,6.61204099655151,12.1322164535522,83,1.31474735098891e-05,-11.2392807006836,54143,652.325317382812,6.48054361343384,15.5634908676147,1,0.6931471824646,0.296923398971558,-1.21428108215332,0.0950000286102295,-2.35387802124023,0,0
2032,"Cambodia 1978-98",811,"CAM",4,0,92125,11.4309015274048,60750,11.0145225524902,215000,12.2783937454224,6780000,15.7294874191284,1358.77575683594,1978,1998,21,3.04452252388,4386.90478515625,8.38637924194336,1,1,0,6.04500532150269,13.2481307983398,70,1.03244838101091e-05,-11.4809923171997,NA,NA,NA,NA,1,0.6931471824646,0.296923398971558,-1.21428108215332,0.0950000286102295,-2.35387802124023,0,0
2070,"Nigeria (Biafra)",475,"NIG",1,1,75000,11.2252435684204,75000,11.2252435684204,75000,11.2252435684204,59954000,17.9090881347656,125.095909118652,1967,1970,4,1.3862943649292,18750,9.83894920349121,1,1,0,6.36647033691406,12.7703886032104,30,5.00383634971513e-07,-14.5078907012939,61327,2044.23327636719,7.62277793884277,13.8245811462402,2.40000033378601,1.22377550601959,0.868931770324707,-0.140490666031837,0.580000042915344,-0.544727087020874,1,1
2111,"Somalia 1981-96",520,"SOM",1,0,66750,11.1087093353271,66750,11.1087093353271,66750,11.1087093353271,5853000,15.582465171814,1140.44079589844,1981,1996,16,2.7725887298584,4171.875,8.33612060546875,1,1,0,6.61204099655151,12.1322164535522,54,9.22603794606403e-06,-11.5934810638428,97893,1812.83337402344,7.50264644622803,14.2391834259033,12.5999994277954,2.6100697517395,0.076742947101593,-2.56729388237,0,NA,0,1
2112,"Guinea 2000-1",438,"GUI",1,0,1100,7.00306558609009,418,6.03548145294189,1500,7.31322050094604,7250500,15.7965812683105,15.1713676452637,2000,2001,2,0.6931471824646,550,6.30991840362549,0,0,0,NA,NA,12,1.65505832683266e-06,-13.311674118042,60000,5000,8.51719284057617,15.1524209976196,3.20000004768372,1.43508505821228,0.749607503414154,-0.288205534219742,0.226199999451637,-1.48633575439453,0,1
2120,"Philippines (Mindanao)",840,"PHI",4,1,71653,11.1795902252197,35353,10.4731388092041,111028,11.6175374984741,36446000,17.4113426208496,196.600448608398,1970,2002,33,3.49650764465332,2171.30297851562,7.68308258056641,1,1,0,7.24494171142578,10.8410720825195,55,1.50908192608767e-06,-13.4040088653564,115394,2098.07275390625,7.64877462387085,13.714409828186,21.2999973297119,3.10458660125732,0.745177149772644,-0.294133305549622,0.299600005149841,-1.20530700683594,1,0
2160,"Pakistan (Bangladesh Indep.)",770,"PAK",3,1,61223,11.0222778320312,61223,11.0222778320312,61223,11.0222778320312,128724000,18.6731815338135,47.561450958252,1971,1971,1,0,61223,11.0222778320312,1,1,0,6.93634271621704,9.96721363067627,390,3.02973808175011e-06,-12.7070341110229,601336,1541.88720703125,7.34076261520386,14.6356086730957,43.0000038146973,3.78418970108032,0.644509017467499,-0.439266473054886,0.366199970245361,-1.00457572937012,1,1
2170,"Sri Lanka (JVP 1971)",780,"SRI",3,0,1630,7.39633512496948,1260,7.13886690139771,2000,7.60090255737305,12516000,16.3425178527832,13.0233297348022,1971,1971,1,0,1630,7.39633512496948,1,0,1,7.12528324127197,8.4390230178833,10,7.98977282556734e-07,-14.0399332046509,19411,1941.09997558594,7.57101011276245,14.0200443267822,7.30000019073486,2.11625552177429,0.467041432857513,-0.761337280273438,0.476199984550476,-0.741917371749878,1,1
2171,"Sri Lanka (JVP 1989-90)",780,"SRI",3,0,2800,7.93737459182739,2800,7.93737459182739,2800,7.93737459182739,16587000,16.6241302490234,16.8806896209717,1989,1990,2,0.6931471824646,1400,7.24422740936279,0,1,0,7.61480522155762,13.4975185394287,22,1.32633988414455e-06,-13.5330877304077,321000,14590.9091796875,9.58815383911133,18.7075176239014,7.30000019073486,2.11625552177429,0.467041432857513,-0.761337280273438,0.476199984550476,-0.741917371749878,1,1
2183,"Uganda 1978-9",500,"UGA",1,0,3847,8.25504875183105,3847,8.25504875183105,3847,8.25504875183105,11862000,16.2888507843018,32.4312934875488,1978,1979,2,0.6931471824646,1923.5,7.56190156936646,1,1,0,6.40025758743286,12.7017707824707,23,1.93896471500921e-06,-13.153356552124,135864,5907.13037109375,8.68391513824463,15.9160003662109,9.39999866485596,2.34180569648743,0.899465322494507,-0.10595478117466,0.724200010299683,-0.322687655687332,1,0
2184,"Uganda 1981-91",500,"UGA",1,0,107950,11.5894231796265,107950,11.5894231796265,107950,11.5894231796265,12807000,16.3655033111572,842.8984375,1981,1991,11,2.39789533615112,9813.63671875,9.1915283203125,1,1,0,6.28039598464966,12.9260587692261,6,4.68493794869573e-07,-14.5737428665161,250090,41681.66796875,10.6378164291382,21.1237182617188,9.39999866485596,2.34180569648743,0.899465322494507,-0.10595478117466,0.724200010299683,-0.322687655687332,1,0
2185,"Uganda 1994-2002",500,"UGA",1,0,4500,8.41183280944824,4500,8.41183280944824,4500,8.41183280944824,18030200,16.7075595855713,24.9581260681152,1994,2002,9,2.19722461700439,500,6.21460819244385,0,0,0,6.35237884521484,12.7976684570312,70,3.88237504012068e-06,-12.4590635299683,79500,1135.71423339844,7.0350170135498,15.1129236221313,9.39999866485596,2.34180569648743,0.899465322494507,-0.10595478117466,0.724200010299683,-0.322687655687332,1,0
2190,"Great Britain (N. Ireland)",200,"UKG",5,1,3271,8.09285068511963,3271,8.09285068511963,3271,8.09285068511963,55632000,17.8342685699463,5.87970972061157,1971,1993,23,3.13549423217773,142.217391967773,4.95735692977905,1,0,1,9.05216503143311,17.8081741333008,390,7.01035378369852e-06,-11.8681221008301,5866538,15042.4052734375,9.61862850189209,18.7842617034912,0.800000011920929,0.587786674499512,0.325454533100128,-1.12253248691559,0.61379998922348,-0.48808616399765,1,1
2201,"El Salvador 1979-91",92,"SAL",2,0,55000,10.9150886535645,55000,10.9150886535645,55000,10.9150886535645,4374000,15.2911882400513,1257.43029785156,1979,1991,13,2.56494927406311,4230.76904296875,8.35013866424561,1,1,0,7.75362348556519,14.1037111282349,11,2.51486062552431e-06,-12.8932933807373,58800,5345.45458984375,8.5840015411377,15.4784355163574,10.3000001907349,2.42480278015137,0.165918707847595,-1.79625737667084,0.240800023078918,-1.42378842830658,1,1
2210,"Oman (Dhofar Rebellion)",698,"OMA",6,0,2000,7.60090255737305,500,6.21460819244385,2000,7.60090255737305,672000,13.4180135726929,297.619049072266,1972,1975,4,1.3862943649292,500,6.21460819244385,1,1,0,8.67999172210693,16.9144611358643,4,5.9523808886297e-06,-12.0317192077637,38517,9629.25,9.1725606918335,17.5837230682373,2.80000019073486,1.33500111103058,0.237020015716553,-1.43961071968079,0.375,-0.980829238891602,1,1
2220,"Rhodesia (ZANU, ZAPU)",552,"ZIM",1,0,27000,10.203592300415,27000,10.203592300415,27000,10.203592300415,5416000,15.5048685073853,498.522888183594,1972,1979,8,2.0794415473938,3375,8.12415027618408,1,1,0,7.06304836273193,3.89175057411194,11,2.03101922124915e-06,-13.106972694397,49636,4512.36376953125,8.41457653045654,14.5772876739502,2.90000009536743,1.36097657680511,0.543950438499451,-0.608897149562836,0.509799957275391,-0.673736870288849,1,1
2250,"Chile 1973",155,"CHL",2,0,2095,7.64730882644653,2095,7.64730882644653,2095,7.64730882644653,9853000,16.1032867431641,21.2625598907471,1973,1973,1,0,2095,7.64730882644653,1,0,1,8.25634765625,15.7849035263062,75,7.61189494369319e-06,-11.7857980728149,300000,4000,8.29404926300049,13.7154932022095,57.5999870300293,4.07073450088501,0.140437066555023,-1.96299576759338,0.195800006389618,-1.63066148757935,1,1
2260,"Bangladesh (Shanti Bahini)",771,"BNG",3,1,1227,7.11232757568359,1227,7.11232757568359,1227,7.11232757568359,72425000,18.0980625152588,1.69416642189026,1974,1992,19,2.94443893432617,64.5789489746094,4.16788864135742,1,0,1,6.62804126739502,12.0757417678833,86,1.1874352594532e-06,-13.6437149047852,41204,479.116271972656,6.17194318771362,15.7030601501465,0,0,0.0049750804901123,-5.30331373214722,0.21340000629425,-1.54458689689636,1,1
2270,"Cyprus 1974",352,"CYP",5,1,5800,8.66561317443848,5000,8.51719284057617,5800,8.66561317443848,611000,13.3228521347046,949.263488769531,1974,1974,1,0,5800,8.66561317443848,1,1,1,8.45382690429688,16.3312950134277,11,1.80032729986124e-05,-10.9249572753906,11159,1014.45452880859,6.92210626602173,15.2358379364014,9,2.30258512496948,0.348582923412323,-1.05387914180756,0.357599973678589,-1.02834033966064,1,1
2290,"Pakistan (Baluchi Rebellion)",770,"PAk",3,1,8800,9.08250713348389,8600,9.0595178604126,9000,9.10497951507568,66706000,18.0158061981201,13.1922168731689,1974,1977,4,1.3862943649292,2200,7.69621276855469,1,1,1,6.81014251708984,11.1819734573364,466,6.98587837177911e-06,-11.8716201782227,469782,1008.11590576172,6.91583824157715,15.2420597076416,43.0000038146973,3.78418970108032,0.644509017467499,-0.439266473054886,0.366199970245361,-1.00457572937012,1,1
2310,"Angola (UNITA 1975-95)",540,"ANG",1,0,144000,11.8775682449341,144000,11.8775682449341,144000,11.8775682449341,6687000,15.7156763076782,2153.43212890625,1975,1995,21,3.04452252388,6857.14306640625,8.83304595947266,1,1,0,6.59441328048706,12.1916494369507,30,4.48631681138068e-06,-12.3144788742065,146004,4866.7998046875,8.49019145965576,15.01100730896,9.70000076293945,2.3702437877655,0.783281743526459,-0.244262829422951,0.612200021743774,-0.490696221590042,1,1
2312,"Angola (UNITA 1998-2002)",540,"ANG",1,0,16725,9.72465991973877,14475,9.58017826080322,18975,9.85087776184082,11658890,16.2715797424316,143.452758789062,1998,2002,5,1.60943794250488,3345,8.11522197723389,0,0,0,6.2344970703125,12.9994411468506,95,8.14828854345251e-06,-11.7177028656006,764000,8042.10546875,8.99244594573975,17.0317153930664,9.70000076293945,2.3702437877655,0.783281743526459,-0.244262829422951,0.612200021743774,-0.490696221590042,1,1
2330,"Ethiopia (Ogaden)",530,"ETH",1,1,38000,10.5453414916992,30250,10.3172512054443,46000,10.7363967895508,32074000,17.2835559844971,118.476020812988,1975,1983,9,2.19722461700439,4222.22216796875,8.34811687469482,1,1,0,5.70378255844116,13.5484476089478,45,1.40300551265682e-06,-13.4768934249878,74879,1663.97778320312,7.41696643829346,14.4666233062744,70.3999862670898,4.26829767227173,0.693593263626099,-0.365869551897049,0.612200021743774,-0.490696221590042,1,1
2340,"Indonesia (East Timor)",850,"INS",4,1,33525,10.4200468063354,17425,9.76566123962402,60875,11.0165777206421,129499000,18.6791839599609,25.8882312774658,1975,1998,24,3.178053855896,1396.875,7.24199295043945,1,1,0,6.79346609115601,11.2908945083618,270,2.08495816877985e-06,-13.0807619094849,700000,2592.59252929688,7.86041355133057,12.2458028793335,10.5,2.44234704971313,0.764058351516724,-0.269111126661301,0.221599996089935,-1.50688135623932,0,1
